legacyPath,category,disposition,phase,targetPath,usesBase44,usesUpload,usesAppLanguageContext,securityNotes,dependencyOfPath,notes
src/pages/TenantScopedFollowUp.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/TenantScopedIntake.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/TenantScopedUpload.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/TrustSafety.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/UploadDocuments.jsx,pages/top-level,review-required,,,true,true,true,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/AISafety.jsx,pages/org,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/AuditLogs.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/AutomationEvents.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/CalendarView.jsx,pages/org,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/Dashboard.jsx,pages/org,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/Documents.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/ExportValidation.jsx,pages/org,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/GlobalSearch.jsx,pages/org,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/ImpactReporting.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/MatterDetail.jsx,pages/org,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/MatterQueue.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/PilotEvidence.jsx,pages/org,review-required,,,true,false,false,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/PilotExpired.jsx,pages/org,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/PilotRequests.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/ReferralPartners.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/Referrals.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/RegulatoryReporting.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/ReviewerWorkload.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/Settings.jsx,pages/org,review-required,,,true,true,true,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/TenantDocumentTemplates.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/UrgentMatters.jsx,pages/org,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/UserManagement.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/org/WorkflowBuilder.jsx,pages/org,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentAudit.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentDashboard.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentOnboarding.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentReporting.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentSettings.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentTenants.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/parent/ParentUsers.jsx,pages/parent,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/AIGovernance.jsx,pages/platform,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/BenchmarkValidation.jsx,pages/platform,defer,,,false,false,false,,,
src/pages/platform/DemoData.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/DocumentTemplates.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/EligibilityRules.jsx,pages/platform,defer,,,true,true,true,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/EngineHealth.jsx,pages/platform,defer,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/IPPortfolio.jsx,pages/platform,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/JurisdictionIntelligence.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/LaunchReadiness.jsx,pages/platform,defer,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/NetworkReporting.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/OperationsControlRoom.jsx,pages/platform,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/Organizations.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/ParentOrganizations.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/PlatformAudit.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/PlatformDashboard.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/PlatformSettings.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/PlatformUsers.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/PrivacyBreaches.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/ReviewerFeedback.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/SalesPipeline.jsx,pages/platform,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/SourceVerification.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/SredEvidence.jsx,pages/platform,defer,,,false,false,true,,,
src/pages/platform/SupportSessions.jsx,pages/platform,defer,,,true,true,true,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/SystemHealth.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/TenantOnboarding.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/platform/TenantOrganizations.jsx,pages/platform,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/public/About.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/AccessGraphHome.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/AssistedIntake.jsx,pages/public,defer,,,false,false,true,privilege/consent/retention terms present — legal review required,,
src/pages/public/AssistedIntakeConfirmation.jsx,pages/public,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/public/AuditBundle.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/CapacityFunding.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Careers.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/CaseStudies.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ClinicsLegalAid.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/CommunityReferrals.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Contact.jsx,pages/public,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/public/Credits.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/DataRegistry.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/DemandPressure.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Demo.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/EligibilityIntelligence.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/EmergencyCrisisBoundary.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ForHelpers.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ForOrganizations.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ForPeople.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/FreePublicAccess.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/HelperConsent.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/HelperDocumentChecklist.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/HumanReview.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Insights.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Integrations.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/LegalContext.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Manifesto.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/NeedMapping.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/NotLegalAdvice.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/OntarioDebtPack.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/OntarioEmploymentPack.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/OntarioHousingPack.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/PilotPackages.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/PilotProgram.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/PlainLanguage.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/PrivacyDataRights.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ProcurementGovernance.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/PublicSector.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/QuestionsToAsk.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ResponsibleAI.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ReviewerPackets.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ReviewerWorkbench.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/RulePackStewardship.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SafeContact.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SafeSupport.jsx,pages/public,defer,,,false,false,true,privilege/consent/retention terms present — legal review required,,
src/pages/public/SamplePacket.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SecurityOverview.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/ServiceAreaRouting.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Sitemap.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SourceGovernance.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SourceRegistry.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/StartAssistedIntake.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/StartFree.jsx,pages/public,defer,,,true,false,true,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/public/StartHere.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/SystemStatus.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/TermsOfService.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/TribunalReadiness.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/TrustHome.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/Verification.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/__tests__/Contact.test.jsx,pages/public,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/public/insights/ArticleKeepingSourcesFresh.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/insights/ArticlePreparationMissingLayer.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/insights/ArticleTheRightMarketDesign.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/CommunitySupport.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/HelperResources.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/LegalClinicsLegalAid.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/OntarioDebtResources.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/OntarioEmploymentResources.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/OntarioHousingResources.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/PublicLegalInformation.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/ReviewerResources.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/SafeContactUrgent.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/SourceLibrary.jsx,pages/public,defer,,,false,false,true,,,
src/pages/public/resources/TribunalProcess.jsx,pages/public,defer,,,false,false,true,,,
tests/frontdoor/publicMessaging.test.jsx,out-of-scope,discard,,,false,false,false,,,
